in s,C2 in V
-5.81248E-04,1.133896E+00
-5.81232E-04,1.134354E+00
-5.81216E-04,1.140305E+00
-5.81200E-04,1.138779E+00
-5.81184E-04,1.135880E+00
-5.81168E-04,1.134964E+00
-5.81152E-04,1.137405E+00
-5.81136E-04,1.141220E+00
-5.81120E-04,1.137863E+00
-5.81104E-04,1.133438E+00
-5.81088E-04,1.136795E+00
-5.81072E-04,1.143661E+00
-5.81056E-04,1.128555E+00
-5.81040E-04,1.135880E+00
-5.81024E-04,1.133438E+00
-5.81008E-04,1.142746E+00
-5.80992E-04,1.145187E+00
-5.80976E-04,1.143204E+00
-5.80960E-04,1.137405E+00
-5.80944E-04,1.136337E+00
-5.80928E-04,1.138321E+00
-5.80912E-04,1.141678E+00
-5.80896E-04,1.140762E+00
