in s,C1 in V
-4.5217075E+00,1.409012E+00
-4.5216379E+00,1.423813E+00
-4.5215683E+00,1.438614E+00
-4.5214987E+00,1.452499E+00
-4.5214292E+00,1.465622E+00
-4.5213596E+00,1.478897E+00
-4.5212900E+00,1.491409E+00
-4.5212204E+00,1.501785E+00
-4.5211508E+00,1.513687E+00
-4.5210812E+00,1.523148E+00
-4.5210116E+00,1.531845E+00
-4.5209421E+00,1.540695E+00
-4.5208725E+00,1.549393E+00
-4.5208029E+00,1.555801E+00
-4.5207333E+00,1.561752E+00
-4.5206637E+00,1.566635E+00
-4.5205941E+00,1.570908E+00
-4.5205246E+00,1.574722E+00
-4.5204550E+00,1.578384E+00
-4.5203854E+00,1.580673E+00
-4.5203158E+00,1.581741E+00
-4.5202462E+00,1.583115E+00
-4.5201766E+00,1.582047E+00
-4.5201071E+00,1.580521E+00
-4.5200375E+00,1.580215E+00
-4.5199679E+00,1.576096E+00
-4.5198983E+00,1.572586E+00
-4.5198287E+00,1.568008E+00
-4.5197591E+00,1.563126E+00
-4.5196896E+00,1.557175E+00
-4.5196200E+00,1.550308E+00
-4.5195504E+00,1.542068E+00
-4.5194808E+00,1.534439E+00
-4.5194112E+00,1.524826E+00
-4.5193416E+00,1.514755E+00
-4.5192720E+00,1.503769E+00
-4.5192025E+00,1.493240E+00
-4.5191329E+00,1.480881E+00
-4.5190633E+00,1.468216E+00
-4.5189937E+00,1.455093E+00
-4.5189241E+00,1.442123E+00
-4.5188545E+00,1.427170E+00
-4.5187850E+00,1.411453E+00
-4.5187154E+00,1.396042E+00
-4.5186458E+00,1.379257E+00
-4.5185762E+00,1.363235E+00
-4.5185066E+00,1.347214E+00
-4.5184370E+00,1.329666E+00
-4.5183675E+00,1.312424E+00
-4.5182979E+00,1.295486E+00
-4.5182283E+00,1.277634E+00
-4.5181587E+00,1.259781E+00
-4.5180891E+00,1.241623E+00
-4.5180195E+00,1.222702E+00
-4.5179500E+00,1.205002E+00
-4.5178804E+00,1.185623E+00
-4.5178108E+00,1.167160E+00
-4.5177412E+00,1.146866E+00
-4.5176716E+00,1.128708E+00
-4.5176020E+00,1.109482E+00
-4.5175324E+00,1.091324E+00
-4.5174629E+00,1.072861E+00
-4.5173933E+00,1.055161E+00
-4.5173237E+00,1.036545E+00
-4.5172541E+00,1.018997E+00
-4.5171845E+00,1.001907E+00
-4.5171149E+00,9.846649E-01
-4.5170454E+00,9.660492E-01
-4.5169758E+00,9.483490E-01
-4.5169062E+00,9.309540E-01
-4.5168366E+00,9.143219E-01
-4.5167670E+00,8.990631E-01
-4.5166974E+00,8.839569E-01
-4.5166279E+00,8.697662E-01
-4.5165583E+00,8.548126E-01
-4.5164887E+00,8.404694E-01
-4.5164191E+00,8.256683E-01
-4.5163495E+00,8.123932E-01
-4.5162799E+00,8.000336E-01
-4.5162104E+00,7.884369E-01
-4.5161408E+00,7.776031E-01
-4.5160712E+00,7.672272E-01
-4.5160016E+00,7.583771E-01
-4.5159320E+00,7.496796E-01
-4.5158624E+00,7.429657E-01
-4.5157928E+00,7.364044E-01
-4.5157233E+00,7.290802E-01
-4.5156537E+00,7.240448E-01
-4.5155841E+00,7.196198E-01
-4.5155145E+00,7.165680E-01
-4.5154449E+00,7.132111E-01
-4.5153753E+00,7.106171E-01
-4.5153058E+00,7.093964E-01
-4.5152362E+00,7.089386E-01
-4.5151666E+00,7.098541E-01
-4.5150970E+00,7.113800E-01
-4.5150274E+00,7.132111E-01
-4.5149578E+00,7.158051E-01
-4.5148883E+00,7.202301E-01
-4.5148187E+00,7.254181E-01
-4.5147491E+00,7.310638E-01
-4.5146795E+00,7.370148E-01
-4.5146099E+00,7.435760E-01
-4.5145403E+00,7.518158E-01
-4.5144708E+00,7.602081E-01
-4.5144012E+00,7.693634E-01
-4.5143316E+00,7.798920E-01
-4.5142620E+00,7.902679E-01
-4.5141924E+00,8.012543E-01
-4.5141228E+00,8.142242E-01
-4.5140532E+00,8.279572E-01
-4.5139837E+00,8.427582E-01
-4.5139141E+00,8.563385E-01
-4.5138445E+00,8.706818E-01
-4.5137749E+00,8.859406E-01
-4.5137053E+00,9.007416E-01
-4.5136357E+00,9.164581E-01
-4.5135662E+00,9.329376E-01
-4.5134966E+00,9.488068E-01
-4.5134270E+00,9.671173E-01
-4.5133574E+00,9.869537E-01
-4.5132878E+00,1.003891E+00
-4.5132182E+00,1.021744E+00
-4.5131487E+00,1.039749E+00
-4.5130791E+00,1.059280E+00
-4.5130095E+00,1.076981E+00
-4.5129399E+00,1.094528E+00
-4.5128703E+00,1.112991E+00
-4.5128007E+00,1.130844E+00
-4.5127312E+00,1.150375E+00
-4.5126616E+00,1.168991E+00
-4.5125920E+00,1.186996E+00
-4.5125224E+00,1.205307E+00
-4.5124528E+00,1.224228E+00
-4.5123832E+00,1.243912E+00
-4.5123136E+00,1.262070E+00
-4.5122441E+00,1.279922E+00
-4.5121745E+00,1.297775E+00
-4.5121049E+00,1.316086E+00
-4.5120353E+00,1.333939E+00
-4.5119657E+00,1.349655E+00
-4.5118961E+00,1.365677E+00
-4.5118266E+00,1.382462E+00
-4.5117570E+00,1.399094E+00
-4.5116874E+00,1.414352E+00
-4.5116178E+00,1.430222E+00
-4.5115482E+00,1.444870E+00
-4.5114786E+00,1.458298E+00
-4.5114091E+00,1.472183E+00
-4.5113395E+00,1.484085E+00
-4.5112699E+00,1.496140E+00
-4.5112003E+00,1.507431E+00
-4.5111307E+00,1.518417E+00
-4.5110611E+00,1.528336E+00
-4.5109916E+00,1.537949E+00
-4.5109220E+00,1.546188E+00
-4.5108524E+00,1.553970E+00
-4.5107828E+00,1.560532E+00
-4.5107132E+00,1.566330E+00
-4.5106436E+00,1.571365E+00
-4.5105740E+00,1.575638E+00
-4.5105045E+00,1.578842E+00
-4.5104349E+00,1.580978E+00
-4.5103653E+00,1.582962E+00
-4.5102957E+00,1.584183E+00
-4.5102261E+00,1.584183E+00
-4.5101565E+00,1.583267E+00
-4.5100870E+00,1.581741E+00
-4.5100174E+00,1.580063E+00
-4.5099478E+00,1.577469E+00
-4.5098782E+00,1.573959E+00
-4.5098086E+00,1.569229E+00
-4.5097390E+00,1.563583E+00
-4.5096695E+00,1.558395E+00
-4.5095999E+00,1.550308E+00
-4.5095303E+00,1.542374E+00
-4.5094607E+00,1.533676E+00
-4.5093911E+00,1.523911E+00
-4.5093215E+00,1.513840E+00
-4.5092520E+00,1.503006E+00
-4.5091824E+00,1.491714E+00
-4.5091128E+00,1.479202E+00
-4.5090432E+00,1.466995E+00
-4.5089736E+00,1.453262E+00
-4.5089040E+00,1.439835E+00
-4.5088344E+00,1.425491E+00
-4.5087649E+00,1.409622E+00
-4.5086953E+00,1.393448E+00
-4.5086257E+00,1.377274E+00
-4.5085561E+00,1.360641E+00
-4.5084865E+00,1.344009E+00
-4.5084169E+00,1.326462E+00
-4.5083474E+00,1.308151E+00
-4.5082778E+00,1.289841E+00
-4.5082082E+00,1.272903E+00
-4.5081386E+00,1.254593E+00
-4.5080690E+00,1.235062E+00
-4.5079994E+00,1.217667E+00
-4.5079299E+00,1.199814E+00
-4.5078603E+00,1.181808E+00
-4.5077907E+00,1.162735E+00
-4.5077211E+00,1.143509E+00
-4.5076515E+00,1.123215E+00
-4.5075819E+00,1.105209E+00
-4.5075124E+00,1.086899E+00
-4.5074428E+00,1.068893E+00
-4.5073732E+00,1.050125E+00
-4.5073036E+00,1.032272E+00
-4.5072340E+00,1.014420E+00
-4.5071644E+00,9.965668E-01
-4.5070948E+00,9.788666E-01
-4.5070253E+00,9.608612E-01
-4.5069557E+00,9.440765E-01
-4.5068861E+00,9.274445E-01
-4.5068165E+00,9.109650E-01
-4.5067469E+00,8.958588E-01
-4.5066773E+00,8.804474E-01
-4.5066078E+00,8.662567E-01
-4.5065382E+00,8.520660E-01
-4.5064686E+00,8.374176E-01
